Car_Number,Arrive,Depart,Wait,Direction
29014,72277,72278,1,E
29015,72279,72280,1,W
29016,72288,72288,0,E
29017,72288,72288,0,W
29019,72297,72298,1,W
29021,72299,72360,61,E
29022,72306,72360,54,W
29024,72310,72362,52,E
29025,72315,72362,47,W
29026,72321,72364,43,E
29028,72324,72364,40,W
29030,72332,72366,34,E
29031,72333,72366,33,W
29034,72343,72368,25,E
29033,72342,72368,26,W
29037,72354,72370,16,E
29036,72351,72370,19,W
29040,72365,72372,7,E
29039,72360,72372,12,W
29041,72369,72374,5,W
29044,72376,72376,0,E
29045,72378,72378,0,W
29046,72387,72388,1,E
29047,72387,72388,1,W
29050,72396,72396,0,W
29051,72398,72398,0,E
29053,72405,72406,1,W
29054,72409,72410,1,E
29055,72414,72414,0,W
29057,72420,72480,60,E
29059,72423,72480,57,W
29060,72431,72482,51,E
29061,72432,72482,50,W
29064,72442,72484,42,E
29063,72441,72484,43,W
29068,72453,72486,33,E
29066,72450,72486,36,W
29070,72464,72488,24,E
29069,72459,72488,29,W
29074,72475,72490,15,E
29072,72468,72490,22,W
29077,72486,72492,6,E
29075,72477,72492,15,W
29078,72486,72494,8,W
29080,72495,72496,1,W
29081,72497,72498,1,E
29083,72504,72504,0,W
29084,72508,72508,0,E
29085,72513,72514,1,W
29088,72519,72520,1,E
29089,72522,72522,0,W
29090,72530,72530,0,E
29091,72531,72532,1,W
29095,72541,72600,59,E
29094,72540,72600,60,W
29098,72552,72602,50,E
29097,72549,72602,53,W
29101,72563,72604,41,E
29099,72558,72604,46,W
29104,72574,72606,32,E
29103,72567,72606,39,W
29107,72585,72608,23,E
29105,72576,72608,32,W
29111,72596,72610,14,E
29108,72585,72610,25,W
29114,72607,72612,5,E
29110,72594,72612,18,W
29113,72603,72614,11,W
29116,72612,72616,4,W
29118,72618,72618,0,E
29119,72621,72622,1,W
29121,72629,72630,1,E
29122,72630,72630,0,W
29125,72640,72640,0,E
29124,72639,72640,1,W
29127,72648,72648,0,W
29128,72651,72652,1,E
29129,72657,72658,1,W
29132,72662,72720,58,E
29133,72666,72720,54,W
29134,72673,72722,49,E
29135,72675,72722,47,W
29138,72684,72724,40,E
29139,72684,72724,40,W
29142,72695,72726,31,E
29141,72693,72726,33,W
29144,72706,72728,22,E
29143,72702,72728,26,W
29148,72717,72730,13,E
29147,72711,72730,19,W
29151,72728,72732,4,E
29149,72720,72732,12,W
29152,72729,72734,5,W
29154,72738,72738,0,W
29155,72739,72740,1,E
29157,72747,72748,1,W
29158,72750,72750,0,E
29160,72756,72756,0,W
29162,72761,72762,1,E
29163,72765,72766,1,W
29164,72772,72772,0,E
29166,72774,72774,0,W
29168,72783,72840,57,E
29169,72783,72840,57,W
29172,72794,72842,48,E
29171,72792,72842,50,W
29176,72805,72844,39,E
29173,72801,72844,43,W
29178,72816,72846,30,E
29177,72810,72846,36,W
29182,72827,72848,21,E
29179,72819,72848,29,W
29186,72838,72850,12,E
29183,72828,72850,22,W
29188,72849,72852,3,E
29185,72837,72852,15,W
29187,72846,72854,8,W
29191,72855,72856,1,W
29192,72860,72860,0,E
29193,72864,72864,0,W
29195,72871,72872,1,E
29196,72873,72874,1,W
29198,72882,72882,0,E
29199,72882,72882,0,W
29201,72891,72892,1,W
29202,72893,72894,1,E
29206,72904,72960,56,E
29204,72900,72960,60,W
29208,72915,72962,47,E
29207,72909,72962,53,W
29212,72926,72964,38,E
29210,72918,72964,46,W
29216,72937,72966,29,E
29213,72927,72966,39,W
29219,72948,72968,20,E
29215,72936,72968,32,W
29222,72959,72970,11,E
29217,72945,72970,25,W
29225,72970,72972,2,E
29221,72954,72972,18,W
29223,72963,72974,11,W
29227,72972,72976,4,W
29229,72981,72982,1,E
29230,72981,72982,1,W
29231,72990,72990,0,W
29232,72992,72992,0,E
29235,72999,73000,1,W
29236,73003,73004,1,E
29237,73008,73008,0,W
29239,73014,73014,0,E
29240,73017,73018,1,W
29242,73025,73080,55,E
29243,73026,73080,54,W
29246,73036,73082,46,E
29245,73035,73082,47,W
29250,73047,73084,37,E
29248,73044,73084,40,W
29252,73058,73086,28,E
29251,73053,73086,33,W
29256,73069,73088,19,E
29254,73062,73088,26,W
29259,73080,73090,10,E
29257,73071,73090,19,W
29263,73091,73092,1,E
29260,73080,73092,12,W
29261,73089,73094,5,W
29265,73098,73098,0,W
29266,73102,73102,0,E
29267,73107,73108,1,W
29269,73113,73114,1,E
29271,73116,73116,0,W
29272,73124,73124,0,E
29274,73125,73126,1,W
29275,73134,73134,0,W
29276,73135,73136,1,E
29280,73146,73200,54,E
29279,73143,73200,57,W
29283,73157,73202,45,E
29281,73152,73202,50,W
29286,73168,73204,36,E
29284,73161,73204,43,W
29289,73179,73206,27,E
29287,73170,73206,36,W
29294,73190,73208,18,E
29290,73179,73208,29,W
29296,73201,73210,9,E
29292,73188,73210,22,W
29300,73212,73212,0,E
29295,73197,73212,15,W
29298,73206,73214,8,W
29301,73215,73216,1,W
29303,73223,73224,1,E
29304,73224,73224,0,W
29306,73234,73234,0,E
29305,73233,73234,1,W
29309,73242,73242,0,W
29310,73245,73246,1,E
29311,73251,73252,1,W
29313,73256,73256,0,E
29316,73267,73320,53,E
29315,73260,73320,60,W
29319,73278,73322,44,E
29318,73269,73322,53,W
29324,73289,73324,35,E
29320,73278,73324,46,W
29326,73300,73326,26,E
29323,73287,73326,39,W
29330,73311,73328,17,E
29325,73296,73328,32,W
29333,73322,73330,8,E
29328,73305,73330,25,W
29331,73314,73332,18,W
29338,73333,73334,1,E
29334,73323,73334,11,W
29336,73332,73336,4,W
29339,73341,73342,1,W
29340,73344,73344,0,E
29342,73350,73350,0,W
29344,73355,73356,1,E
29345,73359,73360,1,W
29347,73366,73366,0,E
29348,73368,73368,0,W
29349,73377,73378,1,E
29350,73377,73378,1,W
29354,73388,73440,52,E
29353,73386,73440,54,W
29357,73399,73442,43,E
29355,73395,73442,47,W
29360,73410,73444,34,E
29359,73404,73444,40,W
29363,73421,73446,25,E
29362,73413,73446,33,W
29368,73432,73448,16,E
29364,73422,73448,26,W
29370,73443,73450,7,E
29367,73431,73450,19,W
29369,73440,73452,12,W
29374,73454,73454,0,E
29372,73449,73454,5,W
29375,73458,73458,0,W
29377,73465,73466,1,E
29378,73467,73468,1,W
29380,73476,73476,0,E
29381,73476,73476,0,W
29383,73485,73486,1,W
29384,73487,73488,1,E
29386,73494,73494,0,W
29387,73498,73498,0,E
29391,73509,73560,51,E
29389,73503,73560,57,W
29393,73520,73562,42,E
29392,73512,73562,50,W
29398,73531,73564,33,E
29394,73521,73564,43,W
29401,73542,73566,24,E
29397,73530,73566,36,W
29404,73553,73568,15,E
29399,73539,73568,29,W
29407,73564,73570,6,E
29403,73548,73570,22,W
29406,73557,73572,15,W
29408,73566,73574,8,W
29411,73575,73576,1,E
29412,73575,73576,1,W
29413,73584,73584,0,W
29414,73586,73586,0,E
29416,73593,73594,1,W
29418,73597,73598,1,E
29419,73602,73602,0,W
29421,73608,73608,0,E
29422,73611,73612,1,W
29424,73619,73680,61,E
29425,73620,73680,60,W
29428,73630,73682,52,E
29427,73629,73682,53,W
29431,73641,73684,43,E
29430,73638,73684,46,W
29434,73652,73686,34,E
29433,73647,73686,39,W
29437,73663,73688,25,E
29436,73656,73688,32,W
29441,73674,73690,16,E
29438,73665,73690,25,W
29445,73685,73692,7,E
29442,73674,73692,18,W
29443,73683,73694,11,W
29448,73696,73696,0,E
29447,73692,73696,4,W
29450,73701,73702,1,W
29451,73707,73708,1,E
29452,73710,73710,0,W
29455,73718,73718,0,E
29456,73719,73720,1,W
29457,73728,73728,0,W
29458,73729,73730,1,E
29460,73737,73738,1,W
29462,73740,73800,60,E
29463,73746,73800,54,W
29465,73751,73802,51,E
29466,73755,73802,47,W
29467,73762,73804,42,E
29469,73764,73804,40,W
29471,73773,73806,33,E
29472,73773,73806,33,W
29475,73784,73808,24,E
29474,73782,73808,26,W
29478,73795,73810,15,E
29477,73791,73810,19,W
29481,73806,73812,6,E
29480,73800,73812,12,W
29482,73809,73814,5,W
29485,73817,73818,1,E
29486,73818,73818,0,W
29488,73828,73828,0,E
29487,73827,73828,1,W
29491,73836,73836,0,W
29492,73839,73840,1,E
29494,73845,73846,1,W
29495,73850,73850,0,E
29496,73854,73854,0,W
29499,73861,73920,59,E
29500,73863,73920,57,W
29501,73872,73922,50,E
29502,73872,73922,50,W
29506,73883,73924,41,E
29504,73881,73924,43,W
29509,73894,73926,32,E
29507,73890,73926,36,W
29511,73905,73928,23,E
29510,73899,73928,29,W
29515,73916,73930,14,E
29513,73908,73930,22,W
29519,73927,73932,5,E
29516,73917,73932,15,W
29518,73926,73934,8,W
29521,73935,73936,1,W
29522,73938,73938,0,E
29524,73944,73944,0,W
29525,73949,73950,1,E
29526,73953,73954,1,W
29529,73960,73960,0,E
29530,73962,73962,0,W
29531,73971,73972,1,E
29532,73971,73972,1,W
29536,73982,74040,58,E
29535,73980,74040,60,W
29539,73993,74042,49,E
29538,73989,74042,53,W
29542,74004,74044,40,E
29540,73998,74044,46,W
29545,74015,74046,31,E
29544,74007,74046,39,W
29549,74026,74048,22,E
29546,74016,74048,32,W
29553,74037,74050,13,E
29548,74025,74050,25,W
29555,74048,74052,4,E
29551,74034,74052,18,W
29554,74043,74054,11,W
29557,74052,74056,4,W
29559,74059,74060,1,E
29560,74061,74062,1,W
29562,74070,74070,0,E
29563,74070,74070,0,W
29565,74079,74080,1,W
29566,74081,74082,1,E
29568,74088,74088,0,W
29569,74092,74092,0,E
29570,74097,74098,1,W
29573,74103,74160,57,E
29574,74106,74160,54,W
29575,74114,74162,48,E
29576,74115,74162,47,W
29580,74125,74164,39,E
29579,74124,74164,40,W
29583,74136,74166,30,E
29582,74133,74166,33,W
29586,74147,74168,21,E
29584,74142,74168,26,W
29589,74158,74170,12,E
29588,74151,74170,19,W
29592,74169,74172,3,E
29590,74160,74172,12,W
29593,74169,74174,5,W
29595,74178,74178,0,W
29596,74180,74180,0,E
29598,74187,74188,1,W
29599,74191,74192,1,E
29601,74196,74196,0,W
29603,74202,74202,0,E
29604,74205,74206,1,W
29606,74213,74214,1,E
29607,74214,74214,0,W
29610,74224,74280,56,E
29609,74223,74280,57,W
29613,74235,74282,47,E
29612,74232,74282,50,W
29617,74246,74284,38,E
29614,74241,74284,43,W
29619,74257,74286,29,E
29618,74250,74286,36,W
29623,74268,74288,20,E
29620,74259,74288,29,W
29627,74279,74290,11,E
29624,74268,74290,22,W
29629,74290,74292,2,E
29626,74277,74292,15,W
29628,74286,74294,8,W
29632,74295,74296,1,W
29633,74301,74302,1,E
29634,74304,74304,0,W
29636,74312,74312,0,E
29637,74313,74314,1,W
29639,74322,74322,0,W
29640,74323,74324,1,E
29642,74331,74332,1,W
29643,74334,74334,0,E
29647,74345,74400,55,E
29645,74340,74400,60,W
29649,74356,74402,46,E
29648,74349,74402,53,W
29653,74367,74404,37,E
29651,74358,74404,46,W
29657,74378,74406,28,E
29654,74367,74406,39,W
29661,74389,74408,19,E
29656,74376,74408,32,W
29663,74400,74410,10,E
29658,74385,74410,25,W
29667,74411,74412,1,E
29662,74394,74412,18,W
29664,74403,74414,11,W
29668,74412,74416,4,W
29671,74422,74422,0,E
29670,74421,74422,1,W
29672,74430,74430,0,W
29673,74433,74434,1,E
29676,74439,74440,1,W
29677,74444,74444,0,E
29678,74448,74448,0,W
29680,74455,74456,1,E
29681,74457,74458,1,W
29683,74466,74520,54,E
29684,74466,74520,54,W
29687,74477,74522,45,E
29686,74475,74522,47,W
29691,74488,74524,36,E
29689,74484,74524,40,W
29693,74499,74526,27,E
29692,74493,74526,33,W
29697,74510,74528,18,E
29695,74502,74528,26,W
29701,74521,74530,9,E
29698,74511,74530,19,W
29704,74532,74532,0,E
29700,74520,74532,12,W
29702,74529,74534,5,W
29706,74538,74538,0,W
29707,74543,74544,1,E
29708,74547,74548,1,W
29710,74554,74554,0,E
29712,74556,74556,0,W
29714,74565,74566,1,E
29715,74565,74566,1,W
29716,74574,74574,0,W
29717,74576,74576,0,E
29721,74587,74640,53,E
29720,74583,74640,57,W
29724,74598,74642,44,E
29722,74592,74642,50,W
29727,74609,74644,35,E
29725,74601,74644,43,W
29731,74620,74646,26,E
29728,74610,74646,36,W
29735,74631,74648,17,E
29730,74619,74648,29,W
29737,74642,74650,8,E
29733,74628,74650,22,W
29736,74637,74652,15,W
29741,74653,74654,1,E
29739,74646,74654,8,W
29742,74655,74656,1,W
29744,74664,74664,0,E
29745,74664,74664,0,W
29746,74673,74674,1,W
29748,74675,74676,1,E
29750,74682,74682,0,W
29751,74686,74686,0,E
29752,74691,74692,1,W
29754,74697,74698,1,E
29757,74708,74760,52,E
29756,74700,74760,60,W
29761,74719,74762,43,E
29759,74709,74762,53,W
29765,74730,74764,34,E
29760,74718,74764,46,W
29768,74741,74766,25,E
29764,74727,74766,39,W
29771,74752,74768,16,E
29766,74736,74768,32,W
29774,74763,74770,7,E
29769,74745,74770,25,W
29772,74754,74772,18,W
29779,74774,74774,0,E
29775,74763,74774,11,W
29777,74772,74776,4,W
29780,74781,74782,1,W
29781,74785,74786,1,E
29783,74790,74790,0,W
29785,74796,74796,0,E
29786,74799,74800,1,W
29788,74807,74808,1,E
29789,74808,74808,0,W
29791,74818,74818,0,E
29790,74817,74818,1,W
29795,74829,74880,51,E
29794,74826,74880,54,W
29798,74840,74882,42,E
29796,74835,74882,47,W
29801,74851,74884,33,E
29800,74844,74884,40,W
29804,74862,74886,24,E
29803,74853,74886,33,W
29809,74873,74888,15,E
29805,74862,74888,26,W
29811,74884,74890,6,E
29808,74871,74890,19,W
29810,74880,74892,12,W
29813,74889,74894,5,W
29815,74895,74896,1,E
29816,74898,74898,0,W
29818,74906,74906,0,E
29819,74907,74908,1,W
29821,74916,74916,0,W
29823,74917,74918,1,E
29824,74925,74926,1,W
29825,74928,74928,0,E
29827,74934,74934,0,W
29829,74939,75000,61,E
29830,74943,75000,57,W
29832,74950,75002,52,E
29833,74952,75002,50,W
29834,74961,75004,43,E
29835,74961,75004,43,W
29839,74972,75006,34,E
29838,74970,75006,36,W
29842,74983,75008,25,E
29840,74979,75008,29,W
29845,74994,75010,16,E
29844,74988,75010,22,W
29848,75005,75012,7,E
29847,74997,75012,15,W
29849,75006,75014,8,W
29853,75016,75016,0,E
29852,75015,75016,1,W
29854,75024,75024,0,W
29855,75027,75028,1,E
29857,75033,75034,1,W
29859,75038,75038,0,E
29860,75042,75042,0,W
29862,75049,75050,1,E
29863,75051,75052,1,W
29865,75060,75120,60,E
29866,75060,75120,60,W
29869,75071,75122,51,E
29868,75069,75122,53,W
29872,75082,75124,42,E
29871,75078,75124,46,W
29876,75093,75126,33,E
29874,75087,75126,39,W
29878,75104,75128,24,E
29877,75096,75128,32,W
29883,75115,75130,15,E
29879,75105,75130,25,W
29886,75126,75132,6,E
29882,75114,75132,18,W
29884,75123,75134,11,W
29888,75132,75136,4,W
29889,75137,75138,1,E
29891,75141,75142,1,W
29892,75148,75148,0,E
29893,75150,75150,0,W
29896,75159,75160,1,E
29897,75159,75160,1,W
29898,75168,75168,0,W
29899,75170,75170,0,E
29901,75177,75178,1,W
29903,75181,75240,59,E
29904,75186,75240,54,W
29906,75192,75242,50,E
29907,75195,75242,47,W
29909,75203,75244,41,E
29910,75204,75244,40,W
29913,75214,75246,32,E
29912,75213,75246,33,W
29916,75225,75248,23,E
29915,75222,75248,26,W
29919,75236,75250,14,E
29918,75231,75250,19,W
29922,75247,75252,5,E
29921,75240,75252,12,W
29923,75249,75254,5,W
29926,75258,75258,0,E
29927,75258,75258,0,W
29928,75267,75268,1,W
29930,75269,75270,1,E
29932,75276,75276,0,W
29933,75280,75280,0,E
29935,75285,75286,1,W
29936,75291,75292,1,E
29937,75294,75294,0,W
29940,75302,75360,58,E
29941,75303,75360,57,W
29943,75313,75362,49,E
29942,75312,75362,50,W
29947,75324,75364,40,E
29945,75321,75364,43,W
29950,75335,75366,31,E
29948,75330,75366,36,W
29952,75346,75368,22,E
29951,75339,75368,29,W
29956,75357,75370,13,E
29954,75348,75370,22,W
29960,75368,75372,4,E
29957,75357,75372,15,W
29959,75366,75374,8,W
29962,75375,75376,1,W
29963,75379,75380,1,E
29965,75384,75384,0,W
29966,75390,75390,0,E
29967,75393,75394,1,W
29970,75401,75402,1,E
29971,75402,75402,0,W
29973,75412,75412,0,E
29972,75411,75412,1,W
29977,75423,75480,57,E
29976,75420,75480,60,W
29980,75434,75482,48,E
29979,75429,75482,53,W
29984,75445,75484,39,E
29981,75438,75484,46,W
29986,75456,75486,30,E
29985,75447,75486,39,W
29991,75467,75488,21,E
29987,75456,75488,32,W
29994,75478,75490,12,E
29989,75465,75490,25,W
29996,75489,75492,3,E
29992,75474,75492,18,W
29995,75483,75494,11,W
29998,75492,75496,4,W
30000,75500,75500,0,E
30001,75501,75502,1,W
30003,75510,75510,0,W
30004,75511,75512,1,E
30006,75519,75520,1,W
30007,75522,75522,0,E
30009,75528,75528,0,W
30010,75533,75534,1,E
30011,75537,75538,1,W
30014,75544,75600,56,E
30015,75546,75600,54,W
30016,75555,75602,47,E
30017,75555,75602,47,W
30021,75566,75604,38,E
30020,75564,75604,40,W
30024,75577,75606,29,E
30023,75573,75606,33,W
30027,75588,75608,20,E
30025,75582,75608,26,W
30030,75599,75610,11,E
30029,75591,75610,19,W
30033,75610,75612,2,E
30031,75600,75612,12,W
30035,75611,75614,3,W
30036,75622,75622,0,W
30038,75624,75624,0,E
30039,75633,75634,1,W
30040,75638,75638,0,E
30043,75644,75644,0,W
30044,75652,75652,0,E
30045,75655,75656,1,W
30047,75666,75720,54,E
30048,75666,75720,54,W
30051,75680,75722,42,E
30050,75677,75722,45,W
30054,75694,75724,30,E
30053,75688,75724,36,W
30058,75708,75726,18,E
30056,75699,75726,27,W
30062,75722,75728,6,E
30059,75710,75728,18,W
30061,75721,75730,9,W
30064,75732,75732,0,W
30065,75736,75736,0,E
30067,75743,75744,1,W
30068,75750,75750,0,E
30069,75754,75754,0,W
30072,75764,75764,0,E
30073,75765,75766,1,W
30075,75776,75776,0,W
30076,75778,75778,0,E
30079,75792,75840,48,E
30078,75787,75840,53,W
30082,75806,75842,36,E
30081,75798,75842,44,W
30086,75820,75844,24,E
30083,75809,75844,35,W
30090,75834,75846,12,E
30087,75820,75846,26,W
30093,75848,75848,0,E
30088,75831,75848,17,W
30091,75842,75850,8,W
30095,75853,75854,1,W
30096,75862,75862,0,E
30097,75864,75864,0,W
30101,75876,75876,0,E
30100,75875,75876,1,W
30102,75886,75886,0,W
30104,75890,75890,0,E
30105,75897,75898,1,W
30107,75904,75960,56,E
30108,75908,75960,52,W
30110,75918,75962,44,E
30111,75919,75962,43,W
30115,75932,75964,32,E
30114,75930,75964,34,W
30117,75946,75966,20,E
30116,75941,75966,25,W
30121,75960,75968,8,E
30119,75952,75968,16,W
30122,75963,75970,7,W
30124,75974,75974,0,E
30125,75974,75974,0,W
30127,75985,75986,1,W
30129,75988,75988,0,E
30130,75996,75996,0,W
30131,76002,76002,0,E
30133,76007,76008,1,W
30134,76016,76016,0,E
30136,76018,76018,0,W
30139,76030,76080,50,E
30138,76029,76080,51,W
30142,76044,76082,38,E
30140,76040,76082,42,W
30145,76058,76084,26,E
30144,76051,76084,33,W
30148,76072,76086,14,E
30147,76062,76086,24,W
30153,76086,76088,2,E
30149,76073,76088,15,W
30152,76084,76090,6,W
30154,76095,76096,1,W
30156,76100,76100,0,E
30158,76106,76106,0,W
30159,76114,76114,0,E
30160,76117,76118,1,W
30162,76128,76128,0,E
30163,76128,76128,0,W
30167,76142,76200,58,E
30166,76139,76200,61,W
30170,76156,76202,46,E
30168,76150,76202,52,W
30173,76170,76204,34,E
30171,76161,76204,43,W
30177,76184,76206,22,E
30174,76172,76206,34,W
30181,76198,76208,10,E
30176,76183,76208,25,W
30180,76194,76210,16,W
30183,76212,76212,0,E
30182,76205,76212,7,W
30185,76216,76216,0,W
30187,76226,76226,0,E
30188,76227,76228,1,W
30190,76238,76238,0,W
30191,76240,76240,0,E
30193,76249,76250,1,W
30195,76254,76254,0,E
30197,76268,76320,52,E
30196,76260,76320,60,W
30201,76282,76322,40,E
30199,76271,76322,51,W
30205,76296,76324,28,E
30202,76282,76324,42,W
30209,76310,76326,16,E
30204,76293,76326,33,W
30211,76324,76328,4,E
30206,76304,76328,24,W
30210,76315,76330,15,W
30212,76326,76332,6,W
30216,76338,76338,0,E
30215,76337,76338,1,W
30218,76348,76348,0,W
30219,76352,76352,0,E
30220,76359,76360,1,W
30223,76366,76366,0,E
30224,76370,76370,0,W
30225,76380,76440,60,E
30226,76381,76440,59,W
30230,76394,76442,48,E
30228,76392,76442,50,W
30233,76408,76444,36,E
30232,76403,76444,41,W
30236,76422,76446,24,E
30234,76414,76446,32,W
30239,76436,76448,12,E
30238,76425,76448,23,W
30243,76450,76450,0,E
30240,76436,76450,14,W
30242,76447,76452,5,W
30245,76458,76458,0,W
30247,76464,76464,0,E
30248,76469,76470,1,W
30249,76478,76478,0,E
30251,76480,76480,0,W
30254,76492,76492,0,E
30253,76491,76492,1,W
30257,76506,76560,54,E
30256,76502,76560,58,W
30261,76520,76562,42,E
30259,76513,76562,49,W
30263,76534,76564,30,E
30262,76524,76564,40,W
30268,76548,76566,18,E
30264,76535,76566,31,W
30271,76562,76568,6,E
30267,76546,76568,22,W
30270,76557,76570,13,W
30273,76568,76572,4,W
30275,76576,76576,0,E
30276,76579,76580,1,W
30277,76590,76590,0,E
30278,76590,76590,0,W
30281,76601,76602,1,W
30282,76604,76604,0,E
30284,76612,76612,0,W
30285,76618,76618,0,E
30289,76632,76680,48,E
30286,76623,76680,57,W
30292,76646,76682,36,E
30290,76634,76682,48,W
30296,76660,76684,24,E
30291,76645,76684,39,W
30299,76674,76686,12,E
30295,76656,76686,30,W
30303,76688,76688,0,E
30297,76667,76688,21,W
30300,76678,76690,12,W
30304,76689,76692,3,W
30305,76700,76700,0,W
30306,76702,76702,0,E
30308,76711,76712,1,W
30310,76716,76716,0,E
30311,76722,76722,0,W
30313,76730,76730,0,E
30314,76733,76734,1,W
30316,76744,76800,56,E
30317,76744,76800,56,W
30320,76758,76802,44,E
30319,76755,76802,47,W
30324,76772,76804,32,E
30322,76766,76804,38,W
30327,76786,76806,20,E
30325,76777,76806,29,W
30331,76800,76808,8,E
30328,76788,76808,20,W
30329,76799,76810,11,W
30333,76810,76812,2,W
30334,76814,76814,0,E
30336,76821,76822,1,W
30337,76828,76828,0,E
30339,76832,76832,0,W
30341,76842,76842,0,E
30342,76843,76844,1,W
30343,76854,76854,0,W
30344,76856,76856,0,E
30348,76870,76920,50,E
30347,76865,76920,55,W
30351,76884,76922,38,E
30349,76876,76922,46,W
30355,76898,76924,26,E
30353,76887,76924,37,W
30358,76912,76926,14,E
30356,76898,76926,28,W
30362,76926,76928,2,E
30357,76909,76928,19,W
30361,76920,76930,10,W
30363,76931,76932,1,W
30365,76940,76940,0,E
30366,76942,76942,0,W
30370,76954,76954,0,E
30368,76953,76954,1,W
30371,76964,76964,0,W
30372,76968,76968,0,E
30375,76975,76976,1,W
30376,76982,77040,58,E
30377,76986,77040,54,W
30379,76996,77042,46,E
30380,76997,77042,45,W
30383,77010,77044,34,E
30382,77008,77044,36,W
30386,77024,77046,22,E
30385,77019,77046,27,W
30390,77038,77048,10,E
30388,77030,77048,18,W
30391,77041,77050,9,W
30393,77052,77052,0,E
30394,77052,77052,0,W
30396,77063,77064,1,W
30397,77066,77066,0,E
30399,77074,77074,0,W
30400,77080,77080,0,E
30401,77085,77086,1,W
30404,77094,77094,0,E
30405,77096,77096,0,W
30408,77108,77160,52,E
30407,77107,77160,53,W
30411,77122,77162,40,E
30409,77118,77162,44,W
30414,77136,77164,28,E
30413,77129,77164,35,W
30418,77150,77166,16,E
30415,77140,77166,26,W
30422,77164,77168,4,E
30419,77151,77168,17,W
30420,77162,77170,8,W
30423,77173,77174,1,W
30425,77178,77178,0,E
30427,77184,77184,0,W
30428,77192,77192,0,E
30429,77195,77196,1,W
30432,77206,77206,0,E
30433,77206,77206,0,W
30434,77217,77218,1,W
30436,77220,77280,60,E
30437,77228,77280,52,W
30438,77234,77282,48,E
30441,77239,77282,43,W
30442,77248,77284,36,E
30443,77250,77284,34,W
30446,77262,77286,24,E
30445,77261,77286,25,W
30449,77276,77288,12,E
30448,77272,77288,16,W
30452,77290,77290,0,E
30451,77283,77290,7,W
30454,77294,77294,0,W
30456,77304,77304,0,E
30457,77305,77306,1,W
30459,77316,77316,0,W
30460,77318,77318,0,E
30462,77327,77328,1,W
30463,77332,77332,0,E
30465,77338,77338,0,W
30466,77346,77400,54,E
30467,77349,77400,51,W
30470,77360,77402,42,E
30471,77360,77402,42,W
30474,77374,77404,30,E
30472,77371,77404,33,W
30477,77388,77406,18,E
30476,77382,77406,24,W
30480,77402,77408,6,E
30479,77393,77408,15,W
30481,77404,77410,6,W
30485,77416,77416,0,E
30484,77415,77416,1,W
30486,77426,77426,0,W
30488,77430,77430,0,E
30489,77437,77438,1,W
30491,77444,77444,0,E
30493,77448,77448,0,W
30494,77458,77458,0,E
30499,77472,77520,48,E
30495,77459,77520,61,W
30502,77486,77522,36,E
30498,77470,77522,52,W
30505,77500,77524,24,E
30500,77481,77524,43,W
30508,77514,77526,12,E
30503,77492,77526,34,W
