Car_Number,Arrive,Depart,Wait,Direction
2160,22430,22444,14,W
2167,22445,22446,1,E
2162,22436,22446,10,W
2165,22442,22446,4,W
2168,22448,22448,0,W
2169,22453,22454,1,E
2171,22454,22454,0,W
2173,22460,22460,0,W
2174,22461,22462,1,E
2176,22466,22466,0,W
2177,22469,22470,1,E
2179,22472,22472,0,W
2181,22477,22478,1,E
2182,22478,22478,0,W
2183,22484,22484,0,W
2184,22485,22486,1,E
2187,22490,22490,0,W
2188,22493,22494,1,E
2189,22496,22496,0,W
2172,22455,22500,45,N
2166,22443,22500,57,S
2178,22472,22502,30,N
2170,22454,22502,48,S
2186,22489,22504,15,N
2175,22465,22504,39,S
2193,22506,22506,0,N
2180,22476,22506,30,S
2185,22487,22508,21,S
2190,22498,22510,12,S
2195,22509,22512,3,S
2199,22520,22520,0,S
2201,22523,22524,1,N
2204,22531,22532,1,S
2208,22540,22540,0,N
2210,22542,22542,0,S
2214,22553,22554,1,S
2216,22557,22558,1,N
2191,22501,22560,59,E
2192,22502,22560,58,W
2196,22509,22560,51,E
2194,22508,22560,52,W
2198,22517,22560,43,E
2197,22514,22560,46,W
2202,22525,22562,37,E
2200,22520,22562,42,W
2206,22533,22562,29,E
2203,22526,22562,36,W
2209,22541,22562,21,E
2205,22532,22562,30,W
2212,22549,22564,15,E
2207,22538,22564,26,W
2217,22557,22564,7,E
2211,22544,22564,20,W
2213,22550,22564,14,W
2220,22565,22566,1,E
2215,22556,22566,10,W
2218,22562,22566,4,W
2221,22568,22568,0,W
2222,22573,22574,1,E
2224,22574,22574,0,W
2226,22580,22580,0,W
2227,22581,22582,1,E
2229,22586,22586,0,W
2230,22589,22590,1,E
2232,22592,22592,0,W
2234,22597,22598,1,E
2235,22598,22598,0,W
2236,22604,22604,0,W
2237,22605,22606,1,E
2240,22610,22610,0,W
2241,22613,22614,1,E
2242,22616,22616,0,W
2223,22574,22620,46,N
2219,22564,22620,56,S
2231,22591,22622,31,N
2225,22575,22622,47,S
2238,22608,22624,16,N
2228,22586,22624,38,S
2246,22625,22626,1,N
2233,22597,22626,29,S
2239,22608,22628,20,S
2243,22619,22630,11,S
2249,22630,22632,2,S
2254,22642,22642,0,N
2253,22641,22642,1,S
2257,22652,22652,0,S
2261,22659,22660,1,N
2263,22663,22664,1,S
2267,22674,22674,0,S
2268,22676,22676,0,N
2244,22621,22680,59,E
2245,22622,22680,58,W
2248,22629,22680,51,E
2247,22628,22680,52,W
2251,22637,22680,43,E
2250,22634,22680,46,W
2255,22645,22682,37,E
2252,22640,22682,42,W
2259,22653,22682,29,E
2256,22646,22682,36,W
2262,22661,22682,21,E
2258,22652,22682,30,W
2265,22669,22684,15,E
2260,22658,22684,26,W
2270,22677,22684,7,E
2264,22664,22684,20,W
2266,22670,22684,14,W
2273,22685,22686,1,E
2269,22676,22686,10,W
2271,22682,22686,4,W
2274,22688,22688,0,W
2276,22693,22694,1,E
2277,22694,22694,0,W
2279,22700,22700,0,W
2280,22701,22702,1,E
2281,22706,22706,0,W
2283,22709,22710,1,E
2285,22712,22712,0,W
2286,22717,22718,1,E
2288,22718,22718,0,W
2289,22724,22724,0,W
2290,22725,22726,1,E
2293,22730,22730,0,W
2294,22733,22734,1,E
2295,22736,22736,0,W
2275,22693,22740,47,N
2272,22685,22740,55,S
2284,22710,22742,32,N
2278,22696,22742,46,S
2291,22727,22744,17,N
2282,22707,22744,37,S
2299,22744,22746,2,N
2287,22718,22746,28,S
2292,22729,22748,19,S
2296,22740,22750,10,S
2302,22751,22752,1,S
2306,22761,22762,1,N
2307,22762,22762,0,S
2311,22773,22774,1,S
2313,22778,22778,0,N
2316,22784,22784,0,S
2320,22795,22796,1,N
2321,22795,22796,1,S
2297,22741,22800,59,E
2298,22742,22800,58,W
2301,22749,22800,51,E
2300,22748,22800,52,W
2304,22757,22800,43,E
2303,22754,22800,46,W
2308,22765,22802,37,E
2305,22760,22802,42,W
2312,22773,22802,29,E
2309,22766,22802,36,W
2315,22781,22802,21,E
2310,22772,22802,30,W
2318,22789,22804,15,E
2314,22778,22804,26,W
2323,22797,22804,7,E
2317,22784,22804,20,W
2319,22790,22804,14,W
2325,22805,22806,1,E
2322,22796,22806,10,W
2324,22802,22806,4,W
2327,22808,22808,0,W
2329,22813,22814,1,E
2330,22814,22814,0,W
2332,22820,22820,0,W
2333,22821,22822,1,E
2334,22826,22826,0,W
2337,22829,22830,1,E
2338,22832,22832,0,W
2339,22837,22838,1,E
2340,22838,22838,0,W
2342,22844,22844,0,W
2343,22845,22846,1,E
2346,22850,22850,0,W
2347,22853,22854,1,E
2348,22856,22856,0,W
2328,22812,22860,48,N
2326,22806,22860,54,S
2336,22829,22862,33,N
2331,22817,22862,45,S
2344,22846,22864,18,N
2335,22828,22864,36,S
2352,22863,22866,3,N
2341,22839,22866,27,S
2345,22850,22868,18,S
2349,22861,22870,9,S
2355,22872,22872,0,S
2358,22880,22880,0,N
2360,22883,22884,1,S
2365,22894,22894,0,S
2366,22897,22898,1,N
2370,22905,22906,1,S
2373,22914,22914,0,N
2374,22916,22916,0,S
2350,22861,22920,59,E
2351,22862,22920,58,W
2354,22869,22920,51,E
2353,22868,22920,52,W
2357,22877,22920,43,E
2356,22874,22920,46,W
2361,22885,22922,37,E
2359,22880,22922,42,W
2364,22893,22922,29,E
2362,22886,22922,36,W
2368,22901,22922,21,E
2363,22892,22922,30,W
2371,22909,22924,15,E
2367,22898,22924,26,W
2376,22917,22924,7,E
2369,22904,22924,20,W
2372,22910,22924,14,W
2378,22925,22926,1,E
2375,22916,22926,10,W
2377,22922,22926,4,W
2380,22928,22928,0,W
2382,22933,22934,1,E
2383,22934,22934,0,W
2385,22940,22940,0,W
2386,22941,22942,1,E
2387,22946,22946,0,W
2390,22949,22950,1,E
2391,22952,22952,0,W
2392,22957,22958,1,E
2393,22958,22958,0,W
2395,22964,22964,0,W
2397,22965,22966,1,E
2398,22970,22970,0,W
2400,22973,22974,1,E
2401,22976,22976,0,W
2381,22931,22980,49,N
2379,22927,22980,53,S
2388,22948,22982,34,N
2384,22938,22982,44,S
2396,22965,22984,19,N
2389,22949,22984,35,S
2403,22982,22986,4,N
2394,22960,22986,26,S
2399,22971,22988,17,S
2404,22982,22990,8,S
2408,22993,22994,1,S
2411,22999,23000,1,N
2413,23004,23004,0,S
2419,23016,23016,0,N
2418,23015,23016,1,S
2423,23026,23026,0,S
2426,23033,23034,1,N
2428,23037,23038,1,S
2402,22981,23040,59,E
2405,22982,23040,58,W
2407,22989,23040,51,E
2406,22988,23040,52,W
2410,22997,23040,43,E
2409,22994,23040,46,W
2414,23005,23042,37,E
2412,23000,23042,42,W
2417,23013,23042,29,E
2415,23006,23042,36,W
2421,23021,23042,21,E
2416,23012,23042,30,W
2424,23029,23044,15,E
2420,23018,23044,26,W
2429,23037,23044,7,E
2422,23024,23044,20,W
2425,23030,23044,14,W
2431,23045,23046,1,E
2427,23036,23046,10,W
2430,23042,23046,4,W
2433,23048,23048,0,W
2435,23053,23054,1,E
2436,23054,23054,0,W
2438,23060,23060,0,W
2439,23061,23062,1,E
2440,23066,23066,0,W
2442,23069,23070,1,E
2444,23072,23072,0,W
2445,23077,23078,1,E
2446,23078,23078,0,W
2449,23084,23084,0,W
2450,23085,23086,1,E
2451,23090,23090,0,W
2453,23093,23094,1,E
2454,23096,23096,0,W
2434,23050,23100,50,N
2432,23048,23100,52,S
2441,23067,23102,35,N
2437,23059,23102,43,S
2448,23084,23104,20,N
2443,23070,23104,34,S
2455,23101,23106,5,N
2447,23081,23106,25,S
2452,23092,23108,16,S
2458,23103,23110,7,S
2461,23114,23114,0,S
2464,23118,23118,0,N
2466,23125,23126,1,S
2471,23135,23136,1,N
2472,23136,23136,0,S
2476,23147,23148,1,S
2479,23152,23152,0,N
2482,23158,23158,0,S
2456,23101,23160,59,E
2457,23102,23160,58,W
2460,23109,23160,51,E
2459,23108,23160,52,W
2463,23117,23160,43,E
2462,23114,23160,46,W
2467,23125,23162,37,E
2465,23120,23162,42,W
2470,23133,23162,29,E
2468,23126,23162,36,W
2474,23141,23162,21,E
2469,23132,23162,30,W
2477,23149,23164,15,E
2473,23138,23164,26,W
2481,23157,23164,7,E
2475,23144,23164,20,W
2478,23150,23164,14,W
2484,23165,23166,1,E
2480,23156,23166,10,W
2483,23162,23166,4,W
2485,23168,23168,0,W
2488,23173,23174,1,E
2489,23174,23174,0,W
2491,23180,23180,0,W
2492,23181,23182,1,E
2494,23186,23186,0,W
2495,23189,23190,1,E
2497,23192,23192,0,W
2498,23197,23198,1,E
2499,23198,23198,0,W
2502,23204,23204,0,W
2503,23205,23206,1,E
2504,23210,23210,0,W
2506,23213,23214,1,E
2507,23216,23216,0,W
2486,23169,23220,51,N
2487,23169,23220,51,S
2493,23186,23222,36,N
2490,23180,23222,42,S
2501,23203,23224,21,N
2496,23191,23224,33,S
2508,23220,23226,6,N
2500,23202,23226,24,S
2505,23213,23228,15,S
2511,23224,23230,6,S
2515,23235,23236,1,S
2516,23237,23238,1,N
2520,23246,23246,0,S
2524,23254,23254,0,N
2525,23257,23258,1,S
2529,23268,23268,0,S
2532,23271,23272,1,N
2509,23221,23280,59,E
2510,23222,23280,58,W
2513,23229,23280,51,E
2512,23228,23280,52,W
2517,23237,23280,43,E
2514,23234,23280,46,W
2519,23245,23282,37,E
2518,23240,23282,42,W
2523,23253,23282,29,E
2521,23246,23282,36,W
2527,23261,23282,21,E
2522,23252,23282,30,W
2530,23269,23284,15,E
2526,23258,23284,26,W
2534,23277,23284,7,E
2528,23264,23284,20,W
2531,23270,23284,14,W
2537,23285,23286,1,E
2533,23276,23286,10,W
2536,23282,23286,4,W
2539,23288,23288,0,W
2541,23293,23294,1,E
2542,23294,23294,0,W
2543,23300,23300,0,W
2545,23301,23302,1,E
2547,23306,23306,0,W
2548,23309,23310,1,E
2550,23312,23312,0,W
2551,23317,23318,1,E
2552,23318,23318,0,W
2555,23324,23324,0,W
2556,23325,23326,1,E
2557,23330,23330,0,W
2558,23333,23334,1,E
2560,23336,23336,0,W
2538,23288,23340,52,N
2535,23279,23340,61,S
2546,23305,23342,37,N
2540,23290,23342,52,S
2553,23322,23344,22,N
2544,23301,23344,43,S
2561,23339,23346,7,N
2549,23312,23346,34,S
2554,23323,23348,25,S
2559,23334,23350,16,S
2564,23345,23352,7,S
2568,23356,23356,0,N
2569,23356,23356,0,S
2574,23367,23368,1,S
2576,23373,23374,1,N
2578,23378,23378,0,S
2584,23390,23390,0,N
2582,23389,23390,1,S
2562,23341,23400,59,E
2563,23342,23400,58,W
2566,23349,23400,51,E
2565,23348,23400,52,W
2570,23357,23400,43,E
2567,23354,23400,46,W
2572,23365,23402,37,E
2571,23360,23402,42,W
2577,23373,23402,29,E
2573,23366,23402,36,W
2580,23381,23402,21,E
2575,23372,23402,30,W
2583,23389,23404,15,E
2579,23378,23404,26,W
2587,23397,23404,7,E
2581,23384,23404,20,W
2585,23390,23404,14,W
2590,23405,23406,1,E
2586,23396,23406,10,W
2589,23402,23406,4,W
2592,23408,23408,0,W
2594,23413,23414,1,E
2595,23414,23414,0,W
2596,23420,23420,0,W
2597,23421,23422,1,E
2600,23426,23426,0,W
2601,23429,23430,1,E
2602,23432,23432,0,W
2604,23437,23438,1,E
2605,23438,23438,0,W
2608,23444,23444,0,W
2609,23445,23446,1,E
2610,23450,23450,0,W
2611,23453,23454,1,E
2613,23456,23456,0,W
2591,23407,23460,53,N
2588,23400,23460,60,S
2599,23424,23462,38,N
2593,23411,23462,51,S
2606,23441,23464,23,N
2598,23422,23464,42,S
2614,23458,23466,8,N
2603,23433,23466,33,S
2607,23444,23468,24,S
2612,23455,23470,15,S
2617,23466,23472,6,S
2621,23475,23476,1,N
2622,23477,23478,1,S
2627,23488,23488,0,S
2628,23492,23492,0,N
2632,23499,23500,1,S
2635,23509,23510,1,N
2637,23510,23510,0,S
2615,23461,23520,59,E
2616,23462,23520,58,W
2619,23469,23520,51,E
2618,23468,23520,52,W
2623,23477,23520,43,E
2620,23474,23520,46,W
2625,23485,23522,37,E
2624,23480,23522,42,W
2630,23493,23522,29,E
2626,23486,23522,36,W
2633,23501,23522,21,E
2629,23492,23522,30,W
2636,23509,23524,15,E
2631,23498,23524,26,W
2640,23517,23524,7,E
2634,23504,23524,20,W
2638,23510,23524,14,W
2643,23525,23526,1,E
2639,23516,23526,10,W
2642,23522,23526,4,W
2645,23528,23528,0,W
2647,23533,23534,1,E
2648,23534,23534,0,W
2649,23540,23540,0,W
2650,23541,23542,1,E
2653,23546,23546,0,W
2654,23549,23550,1,E
2655,23552,23552,0,W
2657,23557,23558,1,E
2658,23558,23558,0,W
2660,23564,23564,0,W
2662,23565,23566,1,E
2663,23570,23570,0,W
2664,23573,23574,1,E
2666,23576,23576,0,W
2644,23526,23580,54,N
2641,23521,23580,59,S
2651,23543,23582,39,N
2646,23532,23582,50,S
2659,23560,23584,24,N
2652,23543,23584,41,S
2667,23577,23586,9,N
2656,23554,23586,32,S
2661,23565,23588,23,S
2665,23576,23590,14,S
2670,23587,23592,5,S
2673,23594,23594,0,N
2676,23598,23598,0,S
2680,23609,23610,1,S
2681,23611,23612,1,N
2685,23620,23620,0,S
2688,23628,23628,0,N
2691,23631,23632,1,S
2668,23581,23640,59,E
2669,23582,23640,58,W
2672,23589,23640,51,E
2671,23588,23640,52,W
2675,23597,23640,43,E
2674,23594,23640,46,W
2678,23605,23642,37,E
2677,23600,23642,42,W
2683,23613,23642,29,E
2679,23606,23642,36,W
2686,23621,23642,21,E
2682,23612,23642,30,W
2689,23629,23644,15,E
2684,23618,23644,26,W
2693,23637,23644,7,E
2687,23624,23644,20,W
2690,23630,23644,14,W
2697,23645,23646,1,E
2692,23636,23646,10,W
2695,23642,23646,4,W
2698,23648,23648,0,W
2700,23653,23654,1,E
2701,23654,23654,0,W
2702,23660,23660,0,W
2703,23661,23662,1,E
2706,23666,23666,0,W
2707,23669,23670,1,E
2708,23672,23672,0,W
2710,23677,23678,1,E
2711,23678,23678,0,W
2713,23684,23684,0,W
2714,23685,23686,1,E
2716,23690,23690,0,W
2717,23693,23694,1,E
2719,23696,23696,0,W
2696,23645,23700,55,N
2694,23642,23700,58,S
2704,23662,23702,40,N
2699,23653,23702,49,S
2712,23679,23704,25,N
2705,23664,23704,40,S
2718,23696,23706,10,N
2709,23675,23706,31,S
2715,23686,23708,22,S
2720,23697,23710,13,S
2723,23708,23712,4,S
2726,23713,23714,1,N
2729,23719,23720,1,S
2733,23730,23730,0,N
2734,23730,23730,0,S
2738,23741,23742,1,S
2741,23747,23748,1,N
2744,23752,23752,0,S
2721,23701,23760,59,E
2722,23702,23760,58,W
2725,23709,23760,51,E
2724,23708,23760,52,W
2728,23717,23760,43,E
2727,23714,23760,46,W
2731,23725,23762,37,E
2730,23720,23762,42,W
2736,23733,23762,29,E
2732,23726,23762,36,W
2739,23741,23762,21,E
2735,23732,23762,30,W
2742,23749,23764,15,E
2737,23738,23764,26,W
2746,23757,23764,7,E
2740,23744,23764,20,W
2743,23750,23764,14,W
2750,23765,23766,1,E
2745,23756,23766,10,W
2747,23762,23766,4,W
2751,23768,23768,0,W
2752,23773,23774,1,E
2754,23774,23774,0,W
2755,23780,23780,0,W
2757,23781,23782,1,E
2759,23786,23786,0,W
2760,23789,23790,1,E
2761,23792,23792,0,W
2763,23797,23798,1,E
2765,23798,23798,0,W
2766,23804,23804,0,W
2767,23805,23806,1,E
2769,23810,23810,0,W
2770,23813,23814,1,E
2772,23816,23816,0,W
2749,23764,23820,56,N
2748,23763,23820,57,S
2756,23781,23822,41,N
2753,23774,23822,48,S
2764,23798,23824,26,N
2758,23785,23824,39,S
2771,23815,23826,11,N
2762,23796,23826,30,S
2768,23807,23828,21,S
2773,23818,23830,12,S
2779,23832,23832,0,N
2777,23829,23832,3,S
2782,23840,23840,0,S
2786,23849,23850,1,N
2787,23851,23852,1,S
2792,23862,23862,0,S
2794,23866,23866,0,N
2797,23873,23874,1,S
2774,23821,23880,59,E
2775,23822,23880,58,W
2778,23829,23880,51,E
2776,23828,23880,52,W
2781,23837,23880,43,E
2780,23834,23880,46,W
2784,23845,23882,37,E
2783,23840,23882,42,W
2789,23853,23882,29,E
2785,23846,23882,36,W
2791,23861,23882,21,E
2788,23852,23882,30,W
2795,23869,23884,15,E
2790,23858,23884,26,W
2799,23877,23884,7,E
2793,23864,23884,20,W
2796,23870,23884,14,W
2803,23885,23886,1,E
2798,23876,23886,10,W
2800,23882,23886,4,W
2804,23888,23888,0,W
2805,23893,23894,1,E
2806,23894,23894,0,W
2809,23900,23900,0,W
2810,23901,23902,1,E
2812,23906,23906,0,W
2813,23909,23910,1,E
2814,23912,23912,0,W
2817,23917,23918,1,E
2818,23918,23918,0,W
2819,23924,23924,0,W
2820,23925,23926,1,E
2822,23930,23930,0,W
2823,23933,23934,1,E
2825,23936,23936,0,W
2801,23883,23940,57,N
2802,23884,23940,56,S
2808,23900,23942,42,N
2807,23895,23942,47,S
2815,23917,23944,27,N
2811,23906,23944,38,S
2824,23934,23946,12,N
2816,23917,23946,29,S
2821,23928,23948,20,S
2826,23939,23950,11,S
2832,23951,23952,1,N
2831,23950,23952,2,S
2836,23961,23962,1,S
2839,23968,23968,0,N
2840,23972,23972,0,S
2845,23983,23984,1,S
2847,23985,23986,1,N
2850,23994,23994,0,S
2827,23941,24000,59,E
2828,23942,24000,58,W
2830,23949,24000,51,E
2829,23948,24000,52,W
2834,23957,24000,43,E
2833,23954,24000,46,W
2837,23965,24002,37,E
2835,23960,24002,42,W
2842,23973,24002,29,E
2838,23966,24002,36,W
2844,23981,24002,21,E
2841,23972,24002,30,W
2848,23989,24004,15,E
2843,23978,24004,26,W
2852,23997,24004,7,E
2846,23984,24004,20,W
2849,23990,24004,14,W
2856,24005,24006,1,E
2851,23996,24006,10,W
2854,24002,24006,4,W
2857,24008,24008,0,W
2858,24013,24014,1,E
2859,24014,24014,0,W
2862,24020,24020,0,W
2863,24021,24022,1,E
2864,24026,24026,0,W
2866,24029,24030,1,E
2867,24032,24032,0,W
2869,24037,24038,1,E
2871,24038,24038,0,W
2872,24044,24044,0,W
2873,24045,24046,1,E
2875,24050,24050,0,W
2877,24053,24054,1,E
2878,24056,24056,0,W
2853,24002,24060,58,N
2855,24005,24060,55,S
2861,24019,24062,43,N
2860,24016,24062,46,S
2868,24036,24064,28,N
2865,24027,24064,37,S
2876,24053,24066,13,N
2870,24038,24066,28,S
2874,24049,24068,19,S
2884,24070,24070,0,N
2879,24060,24070,10,S
2885,24071,24072,1,S
2889,24082,24082,0,S
2892,24087,24088,1,N
2894,24093,24094,1,S
2898,24104,24104,0,N
2899,24104,24104,0,S
2903,24115,24116,1,S
2880,24061,24120,59,E
2881,24062,24120,58,W
2883,24069,24120,51,E
2882,24068,24120,52,W
2887,24077,24120,43,E
2886,24074,24120,46,W
2890,24085,24122,37,E
2888,24080,24122,42,W
2895,24093,24122,29,E
2891,24086,24122,36,W
2897,24101,24122,21,E
2893,24092,24122,30,W
2901,24109,24124,15,E
2896,24098,24124,26,W
2905,24117,24124,7,E
2900,24104,24124,20,W
2902,24110,24124,14,W
2908,24125,24126,1,E
2904,24116,24126,10,W
2907,24122,24126,4,W
2910,24128,24128,0,W
2911,24133,24134,1,E
2912,24134,24134,0,W
2915,24140,24140,0,W
2916,24141,24142,1,E
2917,24146,24146,0,W
2919,24149,24150,1,E
2920,24152,24152,0,W
2922,24157,24158,1,E
2923,24158,24158,0,W
2925,24164,24164,0,W
2926,24165,24166,1,E
2928,24170,24170,0,W
2930,24173,24174,1,E
2931,24176,24176,0,W
2906,24121,24180,59,N
2909,24126,24180,54,S
2914,24138,24182,44,N
2913,24137,24182,45,S
2921,24155,24184,29,N
2918,24148,24184,36,S
2929,24172,24186,14,N
2924,24159,24186,27,S
2927,24170,24188,18,S
2936,24189,24190,1,N
2932,24181,24190,9,S
2938,24192,24192,0,S
2942,24203,24204,1,S
2944,24206,24206,0,N
2948,24214,24214,0,S
2951,24223,24224,1,N
2953,24225,24226,1,S
2956,24236,24236,0,S
2933,24181,24240,59,E
2934,24182,24240,58,W
2937,24189,24240,51,E
2935,24188,24240,52,W
2940,24197,24240,43,E
2939,24194,24240,46,W
2943,24205,24242,37,E
2941,24200,24242,42,W
2947,24213,24242,29,E
2945,24206,24242,36,W
2950,24221,24242,21,E
2946,24212,24242,30,W
2954,24229,24244,15,E
2949,24218,24244,26,W
2958,24237,24244,7,E
2952,24224,24244,20,W
2955,24230,24244,14,W
2961,24245,24246,1,E
2957,24236,24246,10,W
2960,24242,24246,4,W
2963,24248,24248,0,W
2964,24253,24254,1,E
2965,24254,24254,0,W
2968,24260,24260,0,W
2969,24261,24262,1,E
2970,24266,24266,0,W
2972,24269,24270,1,E
2973,24272,24272,0,W
2975,24277,24278,1,E
2976,24278,24278,0,W
2978,24284,24284,0,W
2979,24285,24286,1,E
2980,24290,24290,0,W
2983,24293,24294,1,E
2984,24296,24296,0,W
2959,24240,24300,60,N
2962,24247,24300,53,S
2966,24257,24302,45,N
2967,24258,24302,44,S
2974,24274,24304,30,N
2971,24269,24304,35,S
2981,24291,24306,15,N
2977,24280,24306,26,S
2988,24308,24308,0,N
2982,24291,24308,17,S
2986,24302,24310,8,S
2991,24313,24314,1,S
2995,24324,24324,0,S
2996,24325,24326,1,N
3001,24335,24336,1,S
3004,24342,24342,0,N
3006,24346,24346,0,S
3010,24357,24358,1,S
2985,24301,24360,59,E
2987,24302,24360,58,W
2990,24309,24360,51,E
2989,24308,24360,52,W
2993,24317,24360,43,E
2992,24314,24360,46,W
2997,24325,24362,37,E
2994,24320,24362,42,W
3000,24333,24362,29,E
2998,24326,24362,36,W
3003,24341,24362,21,E
2999,24332,24362,30,W
3007,24349,24364,15,E
3002,24338,24364,26,W
3011,24357,24364,7,E
3005,24344,24364,20,W
3008,24350,24364,14,W
3014,24365,24366,1,E
3009,24356,24366,10,W
3013,24362,24366,4,W
3016,24368,24368,0,W
3017,24373,24374,1,E
3018,24374,24374,0,W
3021,24380,24380,0,W
3022,24381,24382,1,E
3023,24386,24386,0,W
3024,24389,24390,1,E
3026,24392,24392,0,W
3028,24397,24398,1,E
3029,24398,24398,0,W
3031,24404,24404,0,W
3032,24405,24406,1,E
3034,24410,24410,0,W
3036,24413,24414,1,E
3037,24416,24416,0,W
3012,24359,24420,61,N
3015,24368,24420,52,S
3019,24376,24422,46,N
3020,24379,24422,43,S
3027,24393,24424,31,N
3025,24390,24424,34,S
3033,24410,24426,16,N
3030,24401,24426,25,S
3041,24427,24428,1,N
3035,24412,24428,16,S
3040,24423,24430,7,S
3044,24434,24434,0,S
3048,24444,24444,0,N
3049,24445,24446,1,S
3054,24456,24456,0,S
3056,24461,24462,1,N
3059,24467,24468,1,S
3064,24478,24478,0,N
3065,24478,24478,0,S
3038,24421,24480,59,E
3039,24422,24480,58,W
3043,24429,24480,51,E
3042,24428,24480,52,W
3046,24437,24480,43,E
3045,24434,24480,46,W
3050,24445,24482,37,E
3047,24440,24482,42,W
3053,24453,24482,29,E
3051,24446,24482,36,W
3057,24461,24482,21,E
3052,24452,24482,30,W
3060,24469,24484,15,E
3055,24458,24484,26,W
3063,24477,24484,7,E
3058,24464,24484,20,W
3061,24470,24484,14,W
3067,24485,24486,1,E
3062,24476,24486,10,W
3066,24482,24486,4,W
3068,24488,24488,0,W
3070,24493,24494,1,E
3071,24494,24494,0,W
3074,24500,24500,0,W
3075,24501,24502,1,E
3076,24506,24506,0,W
3077,24509,24510,1,E
3080,24512,24512,0,W
3081,24517,24518,1,E
3082,24518,24518,0,W
3084,24524,24524,0,W
3085,24525,24526,1,E
3087,24530,24530,0,W
3089,24533,24534,1,E
3090,24536,24536,0,W
3072,24495,24540,45,N
3069,24489,24540,51,S
3079,24512,24542,30,N
3073,24500,24542,42,S
3086,24529,24544,15,N
3078,24511,24544,33,S
3094,24546,24546,0,N
3083,24522,24546,24,S
3088,24533,24548,15,S
3093,24544,24550,6,S
3098,24555,24556,1,S
3101,24563,24564,1,N
3103,24566,24566,0,S
3107,24577,24578,1,S
3109,24580,24580,0,N
3112,24588,24588,0,S
3116,24597,24598,1,N
3091,24541,24600,59,E
3092,24542,24600,58,W
3096,24549,24600,51,E
3095,24548,24600,52,W
3099,24557,24600,43,E
3097,24554,24600,46,W
3102,24565,24602,37,E
3100,24560,24602,42,W
3106,24573,24602,29,E
3104,24566,24602,36,W
3110,24581,24602,21,E
3105,24572,24602,30,W
3113,24589,24604,15,E
3108,24578,24604,26,W
3117,24597,24604,7,E
3111,24584,24604,20,W
3114,24590,24604,14,W
3120,24605,24606,1,E
3115,24596,24606,10,W
3119,24602,24606,4,W
3121,24608,24608,0,W
3123,24613,24614,1,E
3125,24614,24614,0,W
3126,24620,24620,0,W
3128,24621,24622,1,E
3129,24626,24626,0,W
3130,24629,24630,1,E
3133,24632,24632,0,W
3134,24637,24638,1,E
3135,24638,24638,0,W
3137,24644,24644,0,W
3138,24645,24646,1,E
3140,24650,24650,0,W
3141,24653,24654,1,E
3143,24656,24656,0,W
3124,24614,24660,46,N
3118,24599,24660,61,S
3131,24631,24662,31,N
3122,24610,24662,52,S
3139,24648,24664,16,N
3127,24621,24664,43,S
3146,24665,24666,1,N
3132,24632,24666,34,S
3136,24643,24668,25,S
3142,24654,24670,16,S
3147,24665,24672,7,S
3151,24676,24676,0,S
3154,24682,24682,0,N
3157,24687,24688,1,S
3160,24698,24698,0,S
3162,24699,24700,1,N
3165,24709,24710,1,S
3168,24716,24716,0,N
3144,24661,24720,59,E
3145,24662,24720,58,W
3149,24669,24720,51,E
3148,24668,24720,52,W
3152,24677,24720,43,E
3150,24674,24720,46,W
3155,24685,24722,37,E
3153,24680,24722,42,W
3159,24693,24722,29,E
3156,24686,24722,36,W
3163,24701,24722,21,E
3158,24692,24722,30,W
3166,24709,24724,15,E
3161,24698,24724,26,W
3170,24717,24724,7,E
3164,24704,24724,20,W
3167,24710,24724,14,W
3173,24725,24726,1,E
3169,24716,24726,10,W
3172,24722,24726,4,W
3174,24728,24728,0,W
3177,24733,24734,1,E
3178,24734,24734,0,W
3179,24740,24740,0,W
3180,24741,24742,1,E
3182,24746,24746,0,W
3183,24749,24750,1,E
3185,24752,24752,0,W
3187,24757,24758,1,E
3188,24758,24758,0,W
3190,24764,24764,0,W
3191,24765,24766,1,E
3193,24770,24770,0,W
3194,24773,24774,1,E
3196,24776,24776,0,W
3176,24733,24780,47,N
3171,24720,24780,60,S
3184,24750,24782,32,N
